text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples
peek_message,peek_message,NOUN,NNS,pobj,False,False,1,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
protection,protection,NOUN,NN,dobj,True,False,9,[u'Manage protection of your items enable protection or disable it or take on demand backups ', u'Manage protection of your items enable protection or disable it or take on demand backups ']
operating,operating,NOUN,NN,compound,True,False,4,[u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ', u'Reinstalls the operating system on the specified compute node You can reinstall the operating system on a node only if it is in an idle or running state This API can be invoked only on pools created with the cloud service configuration property ']
groups,groups,PROPN,NNPS,compound,True,False,3,[u'Manage Azure Network Security Groups NSGs ', u'Subscription operations for Management Groups ']
address,address,NOUN,NN,nsubj,True,False,45,[u'Check if a private IP address is available for use within a virtual network ', u'Delete an address pool ']
active,active,PROPN,NNP,compound,True,False,36,[u'Manage Azure Active Directory group members ', u'Create a new server Active Directory administrator ']
path,path,NOUN,NN,compound,True,False,12,[u'Get the details of a URL path map ', u'Delete a rule of a URL path map ']
along,along,ADP,IN,prep,True,False,1,[u'Deletes a certificate from a specified key vault Deletes all versions of a certificate object along with its associated policy Delete certificate cannot be used to remove individual versions of a certificate object ']
standard,standard,ADJ,JJ,amod,True,False,2,[u'Returns all user defined metadata standard HTTP properties and system properties for the file Returns an instance of class azure storage file models File with class azure storage file models FileProperties and a metadata dict ', u'Attach local standard output and error streams to a container in a container group ']
change,change,NOUN,NNS,dobj,True,False,21,[u'Disables Geo Disaster Recovery Configuration Alias and stops replicating changes from primary to secondary namespaces', u'Change the number of VMs within a VMSS ']
wait,wait,VERB,VBG,amod,True,False,18,[u'Place the CLI in a waiting state until a deployment condition is met ', u'Place the CLI in a waiting state until a condition of the ExpressRoute is met ']
publisher,publisher,NOUN,NNS,nsubj,True,False,1,[u'List the VM image publishers available in the Azure Marketplace ']
convert,convert,VERB,VB,ROOT,True,False,2,[u'Convert a VM with unmanaged disks to use managed disks ', u'Convert an Azure Availability Set to contain VMs with managed disks ']
